State,Year,e_price,CO2_annual,Fuels_ratio,coal_ratio,natural_gas_ratio,crude_oil_ratio,state_code,cdd,hdd,Description,cdd_hdd_sum,CO2_log
FL,2008,10.74,484209888,0.0254550325619631,0.0,0.0046700589583474,0.0207849736036156,8,280.9166666666667,52.91666666666666,Florida,333.83333333333337,19.998029023573228
GA,2008,8.84,358999340,0.0,0.0,0.0,0.0,9,136.08333333333334,247.75,Georgia,383.83333333333337,19.69883110801075
MD,2008,13.01,116621064,0.2486963771411247,0.2485864787024405,0.0001098984386842,0.0,18,90.5,378.1666666666667,Maryland,468.6666666666667,18.574440467366124
NC,2008,7.96,301375168,0.0,0.0,0.0,0.0,31,116.33333333333331,284.5,North Carolina,400.8333333333333,19.523866451910497
SC,2008,7.85,170171056,0.0,0.0,0.0,0.0,38,155.0,221.58333333333331,South Carolina,376.58333333333337,18.952314700887513
VA,2008,8.0,165606980,0.6486803192264502,0.5343039851873441,0.1142966131479465,7.972089115955322e-05,44,88.58333333333333,355.75,Virginia,444.3333333333333,18.92512794878561
WV,2008,5.61,338440720,0.9929801277078236,0.9238706212329176,0.0661660201706749,0.002943486304231,46,56.75,439.0833333333333,West Virginia,495.8333333333333,19.63985950942642
AL,2008,8.59,332537828,0.5671932785808058,0.3419246768211152,0.1951553862697715,0.030113215489919,1,153.41666666666666,233.91666666666663,Alabama,387.3333333333333,19.6222641800101
KY,2008,6.26,376113096,0.9804752801529344,0.936770622535414,0.0387963622111485,0.0049082954063717,15,96.75,390.75,Kentucky,487.5,19.7454004433608
MS,2008,8.99,103681172,0.6471065685369082,0.0685678513962544,0.2733835724690805,0.3051551446715732,22,167.66666666666666,210.0,Mississippi,377.6666666666666,18.456831094516694
TN,2008,8.18,234685672,0.1362340944834698,0.1221105538023406,0.010072891027191,0.0040506496539381,40,111.33333333333331,331.0,Tennessee,442.3333333333333,19.273757610811167
AR,2008,7.6,122613176,0.6423060291169264,0.0020284879378349,0.5940757144916331,0.0462018266874582,3,132.25,304.5,Arkansas,436.75,18.62454504714362
LA,2008,9.44,218943488,0.8827965083950813,0.0237340201780127,0.6772068374156992,0.1818556508013693,16,210.58333333333331,139.08333333333334,Louisiana,349.6666666666667,19.204324208819163
OK,2008,7.81,213598940,0.9709552521394508,0.0115014627752311,0.8090597666880249,0.1503940226761947,34,147.0,306.25,Oklahoma,453.25,19.179610702491185
TX,2008,10.99,1010840896,0.9352440473586264,0.0455620179961366,0.681584077206352,0.208097952156138,41,226.41666666666663,149.58333333333334,Texas,376.0,20.73404839170221
AZ,2008,9.11,235560108,0.302862547157719,0.3013902216802525,0.0009301632722347,0.0005421622052317,2,249.83333333333331,164.16666666666666,Arizona,414.0,19.277476674522454
CO,2008,8.59,166637888,0.9674892668565483,0.2902540092671977,0.6066948172654659,0.0705404403238848,5,24.75,621.0833333333334,Colorado,645.8333333333334,18.93133368080883
ID,2008,5.69,4066668,0.0,0.0,0.0,0.0,10,37.75,611.5833333333334,Idaho,649.3333333333334,15.218334548904174
MT,2008,7.72,81420840,0.8988443936208753,0.6524653675439482,0.0958330971516073,0.1505459289253197,24,13.666666666666666,746.5833333333334,Montana,760.25,18.215141817861348
NV,2008,9.89,72574496,0.0626995717715785,0.0,9.901235179088593e-05,0.0626005594197876,26,183.25,299.0833333333333,Nevada,482.3333333333333,18.100124123310724
NM,2008,8.35,123595164,0.9856757976183436,0.1927135183824631,0.6516525869589694,0.1413096922769111,29,70.66666666666667,385.4166666666667,New Mexico,456.08333333333337,18.63252197600882
UT,2008,6.49,157522396,0.9880706374210758,0.4823273927336305,0.3964561594001548,0.1092870852872904,42,43.5,621.1666666666666,Utah,664.6666666666666,18.875078202946348
WY,2008,5.67,187348456,0.9980052096354358,0.7433413542846218,0.2263857740555008,0.0282780812953131,48,19.666666666666668,728.6666666666666,Wyoming,748.3333333333333,19.048480841910337
CA,2008,12.49,250194272,0.625523279903353,0.0,0.1316950855742228,0.4938281943291301,4,84.83333333333333,239.0,California,323.8333333333333,19.337748262049967
OR,2008,7.24,43282096,0.0019169175195665,0.0,0.0019169175195665,0.0,35,15.583333333333334,477.5,Oregon,493.0833333333333,17.58324962016535
WA,2008,6.55,54744608,0.0,0.0,0.0,0.0,45,10.916666666666666,511.1666666666667,Washington,522.0833333333334,17.81818943779275
CT,2009,18.07,32184352,0.0,0.0,0.0,0.0,6,37.0,508.5833333333333,Connecticut,545.5833333333333,17.28699092966356
ME,2009,13.12,18857076,0.0,0.0,0.0,0.0,17,13.416666666666666,671.5,Maine,684.9166666666666,16.7523987860345
MA,2009,15.45,78733300,0.0,0.0,0.0,0.0,19,31.166666666666668,531.6666666666666,Massachusetts,562.8333333333333,18.181576749689313
NH,2009,15.09,22028240,0.0,0.0,0.0,0.0,27,16.0,646.75,New Hampshire,662.75,16.907835824529418
RI,2009,14.22,12724084,0.0,0.0,0.0,0.0,37,36.16666666666666,496.75,Rhode Island,532.9166666666666,16.35900713352696
VT,2009,12.75,26332,0.0,0.0,0.0,0.0,43,12.833333333333334,690.3333333333334,Vermont,703.1666666666667,10.178540208587767
NJ,2009,14.53,64342228,0.0,0.0,0.0,0.0,28,56.333333333333336,441.75,New Jersey,498.0833333333333,17.979726707711503
NY,2009,15.44,152520352,0.0546962662079035,0.0,0.0524830628625395,0.002213203345364,30,37.91666666666666,518.0,New York,555.9166666666666,18.84280860084502
PA,2009,9.6,466484376,0.6502498258156824,0.5370602312212894,0.1067708838418123,0.0064187107525806,36,44.333333333333336,488.6666666666667,Pennsylvania,533.0,19.96073508572939
IL,2009,9.15,395899132,0.401300044701913,0.375294838582015,0.000720117633587,0.0252850884863108,11,51.91666666666666,533.0,Illinois,584.9166666666666,19.79667001960111
IN,2009,7.62,444451964,0.8381399239371808,0.8222553108844229,0.0051390186231622,0.0107455944295956,12,57.25,485.1666666666667,Indiana,542.4166666666667,19.91235253958696
MI,2009,9.4,294354644,0.3528312599268378,0.0,0.2876177745197387,0.0652134854070991,20,30.666666666666668,585.75,Michigan,616.4166666666666,19.50029587045015
OH,2009,9.02,460263276,0.7553936703698858,0.6400014516186024,0.0883061616434614,0.0270860571078218,33,49.083333333333336,492.25,Ohio,541.3333333333334,19.947309222854276
WI,2009,9.38,176933040,0.0,0.0,0.0,0.0,47,26.75,657.5,Wisconsin,684.25,18.991281913877938
IA,2009,7.37,171911572,0.0,0.0,0.0,0.0,13,46.5,597.5833333333334,Iowa,644.0833333333334,18.962490786295568
KS,2009,7.98,144828264,0.7759078743951284,0.0052668423098094,0.4900088148501414,0.2806322172351775,14,96.33333333333331,427.9166666666667,Kansas,524.25,18.79105921223831
MN,2009,8.14,134755736,0.0,0.0,0.0,0.0,21,24.58333333333333,743.3333333333334,Minnesota,767.9166666666667,18.7189743345654
MO,2009,7.35,298862900,0.046827987964919,0.0440158394834792,0.0,0.0028121484814398,23,81.58333333333333,431.9166666666667,Missouri,513.5,19.515495497770562
NE,2009,7.21,95597884,0.0542814497771356,0.0,0.010028897400597,0.0442525523765385,25,58.91666666666666,557.1666666666666,Nebraska,616.0833333333333,18.375661243885457
ND,2009,6.63,130433792,0.9165365490756504,0.3840306754058639,0.0788889967076083,0.4536168769621782,32,25.5,829.9166666666666,North Dakota,855.4166666666666,18.686376314989865
SD,2009,7.39,14042372,0.0616421158352862,0.0,0.0111577251422832,0.050484390693003,39,38.66666666666666,674.9166666666666,South Dakota,713.5833333333333,16.457589888161138
DE,2009,12.2,16573000,0.0,0.0,0.0,0.0,7,81.66666666666667,384.0,Delaware,465.6666666666667,16.62328542310568
FL,2009,11.49,459414788,0.0082299328399201,0.0,0.0005033656597439,0.0077265671801761,8,297.5833333333333,58.833333333333336,Florida,356.41666666666663,19.94546403751399
GA,2009,8.81,308089080,0.0,0.0,0.0,0.0,9,135.16666666666666,250.33333333333331,Georgia,385.5,19.545899519900804
MD,2009,13.09,102636172,0.2105335658033005,0.210356458322674,0.0001771074806264,0.0,18,82.66666666666667,394.0,Maryland,476.6666666666667,18.44670098217476
NC,2009,8.48,259380192,0.0,0.0,0.0,0.0,31,115.08333333333331,294.1666666666667,North Carolina,409.25,19.37380546609829
SC,2009,8.42,152485660,0.0,0.0,0.0,0.0,38,156.25,230.58333333333331,South Carolina,386.83333333333337,18.842581116803494
VA,2009,8.93,144642216,0.6241973345691778,0.4905914926394286,0.1335417294434761,6.411248627305874e-05,44,83.33333333333333,369.6666666666667,Virginia,453.0,18.789773775287237
WV,2009,6.65,263711044,0.987916913482519,0.9049680415871768,0.0806174663143225,0.0023314055810196,46,52.66666666666666,436.5,West Virginia,489.1666666666667,19.390364531371826
AL,2009,8.83,276954704,0.5305278653728905,0.3172957748812891,0.1844418190844644,0.0287902714071369,1,151.58333333333334,233.16666666666663,Alabama,384.75,19.43936452731449
KY,2009,6.52,344620460,0.9742250073518978,0.9258044002390826,0.0430656652750848,0.0053549418377302,15,85.25,379.3333333333333,Kentucky,464.5833333333333,19.65795425348189
MS,2009,8.85,93922412,0.6270659012388305,0.0767227043174413,0.2546715645889831,0.295671632332406,22,173.83333333333334,206.41666666666663,Mississippi,380.25,18.357979595145302
TN,2009,8.69,173831312,0.1109022810030784,0.0970520256841756,0.010854667738447,0.0029955875804558,40,103.75,325.5833333333333,Tennessee,429.3333333333333,18.973595915673222
AR,2009,7.57,121709200,0.7181574448051143,0.0001110092425105,0.684962707832594,0.0330837277300096,3,124.33333333333331,296.0,Arkansas,420.3333333333333,18.617145150827742
LA,2009,7.06,212903896,0.8853030611656953,0.0204833786842367,0.7025103814750824,0.1623093010063761,16,222.0,139.58333333333334,Louisiana,361.58333333333337,19.17635142936748
OK,2009,6.94,207944132,0.96877613786021,0.0069931809120635,0.8127100116087492,0.1490729453393971,34,141.91666666666666,306.75,Oklahoma,448.6666666666666,19.15278000543334
TX,2009,9.86,971457636,0.933334470257434,0.0411013401808647,0.6832469000320684,0.2089862300445006,41,236.41666666666663,153.83333333333334,Texas,390.25,20.694308219037346
AZ,2009,9.56,214094552,0.2870716560679172,0.2853069731604867,0.0012906684846096,0.0004740144228208,2,259.8333333333333,155.33333333333334,Arizona,415.1666666666666,19.181928307182908
CO,2009,8.31,155954832,0.9678620416215536,0.2466332675463766,0.650485055070826,0.0707437190043509,5,15.5,612.75,Colorado,628.25,18.86507698482792
ID,2009,6.51,4096732,0.0,0.0,0.0,0.0,10,39.583333333333336,605.8333333333334,Idaho,645.4166666666667,15.225700140672084
MT,2009,7.58,70192636,0.8947153192827934,0.6510732194733823,0.0942767796014285,0.1493653202079825,24,12.666666666666666,745.6666666666666,Montana,758.3333333333333,18.06675396320872
NV,2009,10.36,73178056,0.0516464330667099,0.0,8.120508343822323e-05,0.0515652279832717,26,182.91666666666663,299.0,Nevada,481.9166666666666,18.108406152567344
NM,2009,8.09,134009112,0.9870912643157423,0.1940828264389028,0.6452573169350486,0.1477511209417909,29,79.41666666666667,372.3333333333333,New Mexico,451.75,18.71341835560329
UT,2009,6.77,146070016,0.985845247286636,0.4460282385098018,0.4217299858896196,0.1180870228872145,42,38.083333333333336,605.1666666666666,Utah,643.25,18.79959662636351
WY,2009,6.08,178735864,0.9967074950958058,0.722232366345581,0.2455388824033194,0.0289362463469053,48,12.583333333333334,719.1666666666666,Wyoming,731.75,19.00141965389372
CA,2009,13.24,237710596,0.6070940334918205,0.0,0.1246005376736823,0.4824934958181381,4,80.41666666666667,240.58333333333331,California,321.0,19.286564508535037
OR,2009,7.47,37624156,0.0020192561646137,0.0,0.0020192561646137,0.0,35,22.25,463.9166666666667,Oregon,486.1666666666667,17.443156848888027
WA,2009,6.59,54103200,0.0,0.0,0.0,0.0,45,18.83333333333333,496.6666666666667,Washington,515.5,17.80640389179017
CT,2010,17.38,36805456,0.0,0.0,0.0,0.0,6,65.5,460.3333333333333,Connecticut,525.8333333333333,17.421156653019167
ME,2010,12.84,19792612,0.0,0.0,0.0,0.0,17,25.416666666666668,573.75,Maine,599.1666666666666,16.80081929472082
MA,2010,14.26,81164040,0.0,0.0,0.0,0.0,19,57.25,476.8333333333333,Massachusetts,534.0833333333333,18.211982849898863
NH,2010,14.84,22205944,0.0,0.0,0.0,0.0,27,32.833333333333336,569.25,New Hampshire,602.0833333333334,16.915870558752225
RI,2010,14.07,12868284,0.0,0.0,0.0,0.0,37,59.5,452.8333333333333,Rhode Island,512.3333333333333,16.370276237349298
VT,2010,13.24,32064,0.0,0.0,0.0,0.0,43,23.83333333333333,621.9166666666666,Vermont,645.75,10.375489184444536
NJ,2010,14.68,76640544,0.0,0.0,0.0,0.0,28,95.0,418.1666666666667,New Jersey,513.1666666666667,18.154636789722773
NY,2010,16.41,166335032,0.0460543881070959,0.0,0.0434319306152332,0.0026224574918626,30,68.0,476.5833333333333,New York,544.5833333333333,18.929514577420385
PA,2010,10.31,491318444,0.6840143034755158,0.4826870703767511,0.195226132204164,0.0061011008946007,36,75.41666666666667,468.75,Pennsylvania,544.1666666666666,20.012603037651402
IL,2010,9.13,412511336,0.3867599244354295,0.3609915780125163,0.001030639777521,0.0247377066453921,11,92.75,508.75,Illinois,601.5,19.83777424457353
IN,2010,7.67,465130024,0.7972410718952444,0.779956351816587,0.0067888408182505,0.0104958792604068,12,97.58333333333331,481.5833333333333,Indiana,579.1666666666666,19.9578275459702
MI,2010,9.88,297918976,0.2795373366027207,0.0,0.2158629248014696,0.063674411801251,20,63.41666666666666,533.4166666666666,Michigan,596.8333333333333,19.51233211488273
OH,2010,9.14,487855360,0.721564680057158,0.6176919599587788,0.077364374346342,0.0265083457520371,33,83.33333333333333,488.9166666666667,Ohio,572.25,20.00552952644158
WI,2010,9.78,188953772,0.0,0.0,0.0,0.0,47,55.16666666666666,593.8333333333334,Wisconsin,649.0,19.057012950513677
IA,2010,7.66,188845280,0.0,0.0,0.0,0.0,13,79.16666666666667,580.0,Iowa,659.1666666666666,19.05643861342941
KS,2010,8.35,145283728,0.7494922347950649,0.0037800640726402,0.4566019330181022,0.2891102377043223,14,138.75,420.0833333333333,Kansas,558.8333333333333,18.794199133280976
MN,2010,8.41,131784428,0.0,0.0,0.0,0.0,21,45.16666666666666,682.5833333333334,Minnesota,727.75,18.696678024342404
MO,2010,7.78,315258664,0.0514812382920376,0.0473919005040458,0.0,0.0040893377879917,23,126.08333333333331,437.0,Missouri,563.0833333333334,19.568904015381694
NE,2010,7.52,97842984,0.0382785346316298,0.0,0.0054406039070336,0.0328379307245961,25,90.5,539.4166666666666,Nebraska,629.9166666666666,18.39887454765162
ND,2010,7.11,124255596,0.9124956607000124,0.3027841269408596,0.0863346323841256,0.5233769013750269,32,36.583333333333336,762.0833333333334,North Dakota,798.6666666666667,18.637851260156197
SD,2010,7.82,14444720,0.0506134483803425,0.0,0.0084612010292727,0.0421522473510697,39,60.5,644.75,South Dakota,705.25,16.485839507824753
DE,2010,11.97,16749216,0.0,0.0,0.0,0.0,7,124.25,382.0,Delaware,506.25,16.633862009169768
FL,2010,10.58,495244912,0.0455959537365558,0.0,0.0251202873387394,0.0204756663978163,8,279.9166666666667,106.58333333333331,Florida,386.5,20.020562969890968
GA,2010,8.87,330367652,0.0,0.0,0.0,0.0,9,170.33333333333334,288.9166666666667,Georgia,459.25,19.615716689249027
MD,2010,12.71,105477544,0.2318576748034753,0.2316842997025041,0.0001733751009712,0.0,18,121.58333333333331,385.3333333333333,Maryland,506.9166666666666,18.474008635143395
NC,2010,8.67,292963312,0.0,0.0,0.0,0.0,31,152.66666666666666,323.5,North Carolina,476.1666666666666,19.495557944124222
SC,2010,8.49,165456088,0.0,0.0,0.0,0.0,38,191.41666666666663,267.5833333333333,South Carolina,459.0,18.924216388270207
VA,2010,8.69,158876324,0.6481569687102131,0.5110158087948986,0.1370777726061782,6.338730913628453e-05,44,123.0,378.25,Virginia,501.25,18.88363662103476
WV,2010,7.45,297133400,0.98758606985269,0.9034224907615724,0.0812789920036675,0.0028845870874499,46,84.0,454.25,West Virginia,538.25,19.50969175417476
AL,2010,8.89,317499052,0.553133978170127,0.3449394162611078,0.1791643144604196,0.0290302474485994,1,190.91666666666663,276.5,Alabama,467.4166666666666,19.575985390465792
KY,2010,6.73,372638280,0.9745943903719312,0.917115310855258,0.0522370735757333,0.00524200594094,15,129.5,402.25,Kentucky,531.75,19.736118748374754
MS,2010,8.59,107381224,0.6330242677824268,0.0928,0.229842119944212,0.3103821478382148,22,208.41666666666663,247.58333333333331,Mississippi,456.0,18.491895901664453
TN,2010,8.61,192784268,0.1031121102493107,0.088487923550207,0.011694240129853,0.0029299465692506,40,148.08333333333334,357.8333333333333,Tennessee,505.9166666666666,19.07708233930109
AR,2010,7.28,136073268,0.7743570093666405,0.0005719720928602,0.7472966750736474,0.0264883622001328,3,180.58333333333331,310.3333333333333,Arkansas,490.9166666666666,18.728704033928683
LA,2010,7.8,234824344,0.902920333125802,0.0171232358775682,0.7622795398346974,0.1235175574135362,16,243.41666666666663,184.08333333333331,Louisiana,427.5,19.274348320271272
OK,2010,7.59,198142232,0.9628978180119406,0.0067929926301053,0.7987852212610623,0.157319604120773,34,181.33333333333331,314.75,Oklahoma,496.08333333333337,19.104495674208
TX,2010,9.34,1005636752,0.9278025586718396,0.047278274337453,0.6631090275699609,0.2174152567644257,41,239.83333333333331,179.08333333333334,Texas,418.9166666666667,20.728886761907397
AZ,2010,9.69,222733592,0.2906392713773902,0.2899469072387448,0.0003211464583243,0.0003712176803211,2,245.16666666666663,167.08333333333334,Arizona,412.25,19.22148696054709
CO,2010,9.15,161995056,0.967344860915179,0.2157609392643659,0.6765933837352243,0.0749905379155888,5,29.25,588.0833333333334,Colorado,617.3333333333334,18.90307637421244
ID,2010,6.54,4852856,0.0,0.0,0.0,0.0,10,28.33333333333333,577.75,Idaho,606.0833333333334,15.395077955579513
MT,2010,7.84,81478116,0.9001340744987867,0.6934592351750234,0.0788420696369548,0.1278327696868086,24,10.166666666666666,726.0,Montana,736.1666666666666,18.21584502681697
NV,2010,9.73,68081632,0.0481611208406304,0.0,7.783615489394824e-05,0.0480832846857365,26,169.33333333333334,304.5,Nevada,473.83333333333337,18.03621801373996
NM,2010,8.4,117514812,0.9850235620395884,0.1696431271602983,0.6462478630502034,0.1691325718290867,29,86.91666666666667,383.0833333333333,New Mexico,470.0,18.582074943178114
UT,2010,6.94,142077068,0.983515202605042,0.4156093630814392,0.4345158721425761,0.1333899673810265,42,38.5,597.5833333333334,Utah,636.0833333333334,18.771880200733943
WY,2010,6.2,182811804,0.9957480366713436,0.7273829211777351,0.2386780209388797,0.0296870945547287,48,18.83333333333333,689.25,Wyoming,708.0833333333334,19.023967788203716
CA,2010,13.01,221623328,0.5853525859407752,0.0,0.1265862360541892,0.458766349886586,4,58.583333333333336,257.6666666666667,California,316.25,19.21648977805495
OR,2010,7.56,40375960,0.003568866884764,0.0,0.003568866884764,0.0,35,12.583333333333334,449.9166666666667,Oregon,462.5,17.513745116314208
WA,2010,6.66,55934440,0.0,0.0,0.0,0.0,45,10.0,464.75,Washington,474.75,17.83969084859242
CT,2011,16.35,32784092,0.0,0.0,0.0,0.0,6,59.333333333333336,467.0833333333333,Connecticut,526.4166666666666,17.30545395570383
ME,2011,12.58,17404592,0.0,0.0,0.0,0.0,17,21.83333333333333,621.1666666666666,Maine,643.0,16.672244637413133
MA,2011,14.11,65617920,0.0,0.0,0.0,0.0,19,48.25,488.4166666666667,Massachusetts,536.6666666666667,17.999359387341695
NH,2011,14.74,20507896,0.0,0.0,0.0,0.0,27,28.75,598.75,New Hampshire,627.5,16.83632054068114
RI,2011,13.04,14380184,0.0,0.0,0.0,0.0,37,53.25,456.5833333333333,Rhode Island,509.8333333333333,16.481361705724687
VT,2011,13.8,96016,0.0,0.0,0.0,0.0,43,23.75,637.9166666666666,Vermont,661.6666666666666,11.472270123229293
NJ,2011,14.3,67667416,0.0,0.0,0.0,0.0,28,85.83333333333333,407.4166666666667,New Jersey,493.25,18.030115322168264
NY,2011,15.89,149023500,0.038705214760161,0.0,0.0362348141350076,0.0024704006251533,30,62.0,478.5833333333333,New York,540.5833333333333,18.819614569594343
PA,2011,10.45,469721056,0.7486367517205809,0.3894051790810756,0.3541047388947371,0.0051268337447681,36,71.16666666666667,454.8333333333333,Pennsylvania,526.0,19.96764957860646
IL,2011,8.97,402924960,0.41166021350417,0.3863082695541551,0.0016091931416188,0.023742750808396,11,81.83333333333333,503.5833333333333,Illinois,585.4166666666666,19.814260899098993
IN,2011,8.01,438432236,0.7944569320157767,0.7753638554572326,0.0084673724039629,0.0106257041545811,12,85.58333333333333,457.8333333333333,Indiana,543.4166666666666,19.898715821916703
MI,2011,10.4,277205684,0.2669391821350327,0.0,0.2078314168921942,0.0591077652428385,20,57.25,560.5833333333334,Michigan,617.8333333333334,19.440270330120303
OH,2011,9.03,449278708,0.7274822586932865,0.6274233211578362,0.0751065586945797,0.0249523788408705,33,75.33333333333333,463.25,Ohio,538.5833333333334,19.923153983645282
WI,2011,10.21,185028512,0.0,0.0,0.0,0.0,47,48.833333333333336,626.9166666666666,Wisconsin,675.75,19.03602049008642
IA,2011,7.56,175515492,0.0,0.0,0.0,0.0,13,74.5,568.4166666666666,Iowa,642.9166666666666,18.983237870478593
KS,2011,8.89,140476968,0.7631549659012845,0.00107457966665,0.4541621412790824,0.307918244955552,14,147.83333333333334,421.6666666666667,Kansas,569.5,18.760554104474654
MN,2011,8.65,130472796,0.0,0.0,0.0,0.0,21,44.5,706.0,Minnesota,750.5,18.68667530322615
MO,2011,8.32,325711284,0.0507646067972388,0.0475372630804146,0.0,0.0032273437168241,23,119.83333333333331,416.5,Missouri,536.3333333333334,19.601521915025508
NE,2011,7.88,109003548,0.0432327428096116,0.0,0.0051173556110086,0.0381153871986029,25,85.66666666666667,541.4166666666666,Nebraska,627.0833333333333,18.50689099012238
ND,2011,7.5,119419984,0.9126398113557552,0.2426867017557989,0.0862960280801077,0.5836570815198484,32,39.75,774.0,North Dakota,813.75,18.598157115102204
SD,2011,8.05,11645600,0.0461786683398658,0.0,0.0075660655644195,0.0386126027754463,39,62.333333333333336,657.0833333333334,South Dakota,719.4166666666667,16.270438984232587
DE,2011,11.48,15713120,0.0,0.0,0.0,0.0,7,112.66666666666669,354.3333333333333,Delaware,467.0,16.570006590131587
FL,2011,10.61,457764944,0.0558282094779129,0.0,0.0316438867234602,0.0241843227544527,8,306.25,51.25,Florida,357.5,19.941866387627183
GA,2011,9.61,285473396,0.0,0.0,0.0,0.0,9,157.25,230.91666666666663,Georgia,388.1666666666666,19.469659398830533
MD,2011,11.93,94501628,0.2402417508712071,0.2401141682341105,0.0001275826370966,0.0,18,111.16666666666669,362.0,Maryland,473.1666666666667,18.364127619828807
NC,2011,8.64,251189656,0.0,0.0,0.0,0.0,31,137.58333333333334,269.75,North Carolina,407.33333333333337,19.341718813366516
SC,2011,8.8,154880520,0.0,0.0,0.0,0.0,38,179.41666666666666,209.58333333333331,South Carolina,389.0,18.85816453892492
VA,2011,8.84,130546920,0.6585671427693567,0.5161875831758095,0.1423208607452369,5.8698848310252765e-05,44,106.75,336.5,Virginia,443.25,18.68724326033781
WV,2011,7.88,288812440,0.987649509720584,0.868641210672372,0.1157527600285614,0.0032555390196504,46,74.33333333333333,404.0833333333333,West Virginia,478.4166666666666,19.481288038847495
AL,2011,9.1,305653904,0.5266331886305129,0.3322783710758842,0.1599246212451532,0.0344301963094754,1,169.33333333333334,222.25,Alabama,391.58333333333337,19.53796398713676
KY,2011,7.17,370774360,0.9724496205090056,0.9206749781568984,0.0470407422092937,0.0047339001428135,15,108.58333333333331,354.75,Kentucky,463.3333333333333,19.73110424147659
MS,2011,8.78,93303916,0.605434581150294,0.0651453576417299,0.2250975304344681,0.315191693074096,22,191.25,200.75,Mississippi,392.0,18.351372637069673
TN,2011,9.28,181888348,0.0906716624158053,0.0761522729605735,0.0111298868454923,0.0033895026097393,40,126.5,306.0833333333333,Tennessee,432.5833333333333,19.01890358426233
AR,2011,7.43,143703788,0.8064825611012373,0.0021119406364264,0.7717965008999627,0.0325741195648482,3,169.08333333333334,280.75,Arkansas,449.83333333333337,18.78326471117503
LA,2011,7.68,250721732,0.9262713546127972,0.0131726027947822,0.8121660692440825,0.1009326825739326,16,240.25,140.41666666666666,Louisiana,380.6666666666666,19.339854244652784
OK,2011,7.8,205455752,0.9632893498929174,0.0069439115671369,0.7833375215974415,0.173007916728339,34,206.66666666666663,299.5833333333333,Oklahoma,506.25,19.140741249981364
TX,2011,9.0,1069856368,0.9314547220325564,0.0482195860471737,0.638435636145387,0.2447994998399956,41,280.8333333333333,152.25,Texas,433.0833333333333,20.790790240895813
AZ,2011,9.71,214142968,0.2851496072474122,0.2845214634773453,0.0002782709447705,0.0003498728252962,2,260.3333333333333,179.33333333333334,Arizona,439.6666666666666,19.182154424689877
CO,2011,9.39,158037736,0.9613229618479237,0.2137905734214171,0.6640343290726793,0.0834980593538271,5,35.333333333333336,616.4166666666666,Colorado,651.75,18.878344397917633
ID,2011,6.44,3299220,0.0,0.0,0.0,0.0,10,36.25,616.75,Idaho,653.0,15.009196634862057
MT,2011,8.23,68114184,0.8729502706421188,0.6758359130324589,0.0703026846974058,0.126811672912254,24,16.916666666666668,739.0,Montana,755.9166666666666,18.036696031370397
NV,2011,8.97,58993108,0.0450268944937563,0.0,5.7020128105221146e-05,0.044969874365651,26,164.33333333333334,318.5833333333333,Nevada,482.9166666666666,17.892931181487437
NM,2011,8.74,124656760,0.9840253946845962,0.1801017295803266,0.6198947211975075,0.1840289439067619,29,101.91666666666669,387.6666666666667,New Mexico,489.58333333333337,18.641074598312525
UT,2011,7.13,135770188,0.9783691142460992,0.4026241997308558,0.4405509914599517,0.1351939230552916,42,40.5,625.5833333333334,Utah,666.0833333333334,18.72647422027021
WY,2011,6.58,180789696,0.9941647755545696,0.7339517792760153,0.2296445102416856,0.0305684860368687,48,26.25,720.4166666666666,Wyoming,746.6666666666666,19.01284501314785
CA,2011,13.05,191631476,0.5379000529534844,0.0,0.1063071544861008,0.4315928984673835,4,64.5,265.5833333333333,California,330.0833333333333,19.071084689758074
OR,2011,8.04,26885564,0.0026451099205117,0.0,0.0026451099205117,0.0,35,14.166666666666666,488.0833333333333,Oregon,502.25,17.10710004624653
WA,2011,6.78,32915604,0.0,0.0,0.0,0.0,45,10.166666666666666,517.0,Washington,527.1666666666666,17.309457389011968
CT,2012,15.54,35948356,0.0,0.0,0.0,0.0,6,58.5,419.0,Connecticut,477.5,17.397593910904867
ME,2012,11.81,14889740,0.0,0.0,0.0,0.0,17,24.25,589.4166666666666,Maine,613.6666666666666,16.51618294312426
MA,2012,13.79,57385556,0.0,0.0,0.0,0.0,19,49.75,441.3333333333333,Massachusetts,491.0833333333333,17.86530319199307
NH,2012,14.19,17178232,0.0,0.0,0.0,0.0,27,31.0,548.9166666666666,New Hampshire,579.9166666666666,16.659153558863864
RI,2012,12.74,13613608,0.0,0.0,0.0,0.0,37,51.66666666666666,417.0833333333333,Rhode Island,468.75,16.426580438686837
VT,2012,14.22,49168,0.0,0.0,0.0,0.0,43,24.08333333333333,588.6666666666666,Vermont,612.75,10.802998284370267
NJ,2012,13.68,64481324,0.0,0.0,0.0,0.0,28,83.33333333333333,370.8333333333333,New Jersey,454.1666666666666,17.9818861894506
NY,2012,15.15,142674992,0.0359274618631149,0.0,0.0333562295449286,0.0025712323181863,30,60.833333333333336,429.8333333333333,New York,490.6666666666666,18.77607981831555
PA,2012,9.91,439986788,0.7982862690811497,0.2933228657829855,0.499679708989726,0.0052836943084382,36,69.16666666666667,417.5833333333333,Pennsylvania,486.75,19.902255257153026
IL,2012,8.4,377642996,0.4633327800256183,0.4397807615309395,0.0008633208028561,0.0226886976918226,11,96.33333333333331,429.0,Illinois,525.3333333333334,19.749459852278743
